<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
BSE,20140529,1456.94,1459.34,1455.24,1459.34,19405653
BSE,20140528,1457.78,1457.78,1450.95,1456.94,957016
BSE,20140527,1457.89,1457.89,1448.63,1457.78,717041
BSE,20140526,1465.76,1465.76,1456.38,1457.89,8938130
BSE,20140525,1459.45,1467.83,1459.45,1465.76,1665438
BSE,20140522,1451.93,1459.45,1451.93,1459.45,10101109
BSE,20140521,1450.44,1451.93,1439.05,1451.93,8830302
BSE,20140520,1454.83,1454.83,1448.09,1450.44,1645659
BSE,20140519,1463.22,1463.22,1451.82,1454.83,2325384
BSE,20140518,1463.72,1463.72,1463.22,1463.22,301738
BSE,20140515,1468.12,1472.6,1463.72,1463.72,5077110
BSE,20140514,1468.37,1470.43,1453.61,1468.12,39188064
BSE,20140513,1472.07,1472.23,1463.98,1468.37,25497749
BSE,20140512,1466.6,1472.27,1466.6,1472.07,3196043
BSE,20140511,1471.07,1471.07,1466.6,1466.6,12925098
BSE,20140508,1469.41,1471.4,1462,1471.07,19418490
BSE,20140507,1466.67,1474.78,1465.66,1469.41,11896313
BSE,20140506,1455.5,1467.05,1455.5,1466.67,6903254
BSE,20140505,1439.5,1455.5,1439.5,1455.5,15178353
BSE,20140504,1427.33,1439.5,1426.83,1439.5,3771654
BSE,20140430,1425.62,1432.01,1422.78,1427.33,3287609
BSE,20140429,1425.25,1431.17,1425.12,1425.62,1290645
BSE,20140428,1418.94,1429.52,1418.94,1425.25,3233508
BSE,20140427,1418.84,1420.35,1410.37,1418.94,2723159
BSE,20140424,1398.69,1418.93,1398.69,1418.84,3767401
BSE,20140423,1397.22,1400.41,1395.68,1398.69,1395606
BSE,20140422,1392.48,1399.56,1392.48,1397.22,3333512
BSE,20140421,1385.86,1393.88,1385.86,1392.48,2652690
BSE,20140420,1389.05,1391.02,1385.86,1385.86,1674640
BSE,20140417,1380.03,1396.58,1380.03,1389.05,3079994
BSE,20140416,1375.99,1376.71,1375.99,1380.03,581580
