<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
MSM,20060130,5446.31,5446.31,5446.31,5446.31,1972783
MSM,20060129,5499.18,5499.18,5499.18,5499.18,2475742
MSM,20060126,5522.2,5522.2,5522.2,5522.2,1688112
MSM,20060125,5511.82,5511.82,5511.82,5511.82,2414160
MSM,20060124,5469.66,5469.66,5469.66,5469.66,2088189
MSM,20060123,5453.67,5453.67,5453.67,5453.67,2206564
MSM,20060122,5510.01,5510.01,5510.01,5510.01,3775986
MSM,20060119,5337.93,5337.93,5337.93,5337.93,2780120
MSM,20060118,5235.07,5235.07,5235.07,5235.07,2370070
MSM,20060117,5161.35,5161.35,5161.35,5161.35,2501026
MSM,20060116,5138.68,5138.68,5138.68,5138.68,1906346
MSM,20060115,5127.65,5127.65,5127.65,5127.65,2193020
MSM,20060108,5103.03,5103.03,5103.03,5103.03,2334693
MSM,20060105,5063.21,5063.21,5063.21,5063.21,1937030
MSM,20060104,5058.85,5058.85,5058.85,5058.85,2744248
MSM,20060103,5074.29,5074.29,5074.29,5074.29,3479142
MSM,20060102,5021.94,5021.94,5021.94,5021.94,2768879
MSM,20060101,4928.84,4928.84,4928.84,4928.84,1503452
MSM,20051229,4875.11,4875.11,4875.11,4875.11,1494859
MSM,20051228,4872.72,4872.72,4872.72,4872.72,2510405
MSM,20051227,4862.54,4862.54,4862.54,4862.54,2838927
MSM,20051226,4873.58,4873.58,4873.58,4873.58,2890826
MSM,20051225,4878.54,4878.54,4878.54,4878.54,3685918
MSM,20051222,4845.16,4845.16,4845.16,4845.16,1952678
MSM,20051221,4758.48,4758.48,4758.48,4758.48,1737009
MSM,20051220,4731,4731,4731,4731,2601089
MSM,20051219,4722.18,4722.18,4722.18,4722.18,820658
MSM,20051218,4747.33,4747.33,4747.33,4747.33,1222661
MSM,20051215,4741.32,4741.32,4741.32,4741.32,1019207
MSM,20051214,4741.34,4741.34,4741.34,4741.34,1220643
MSM,20051213,4728.67,4728.67,4728.67,4728.67,1071082
MSM,20051212,4747.03,4747.03,4747.03,4747.03,820490
MSM,20051211,4781.85,4781.85,4781.85,4781.85,855472
MSM,20051208,4798.44,4798.44,4798.44,4798.44,968079
MSM,20051207,4816.33,4816.33,4816.33,4816.33,921491
MSM,20051206,4864.35,4864.35,4864.35,4864.35,1337025
MSM,20051205,4878.12,4878.12,4878.12,4878.12,1079537
MSM,20051201,4858.48,4858.48,4858.48,4858.48,881389
MSM,20051130,4836.88,4836.88,4836.88,4836.88,1411040
MSM,20051129,4832.44,4832.44,4832.44,4832.44,2238992
MSM,20051128,4835.6,4835.6,4835.6,4835.6,2475057
MSM,20051127,4854.65,4854.65,4854.65,4854.65,1825474
MSM,20051124,4886.39,4886.39,4886.39,4886.39,3554079
MSM,20051123,4909.76,4909.76,4909.76,4909.76,2598912
MSM,20051122,4923.95,4923.95,4923.95,4923.95,1823103
MSM,20051121,4943.22,4943.22,4943.22,4941.01,1013967
MSM,20051120,4943.22,4943.22,4943.22,4943.22,1194965
MSM,20051117,4954.82,4954.82,4954.82,4954.82,1044556
MSM,20051116,4967.04,4967.04,4967.04,4967.04,1301773
MSM,20051115,4977.47,4977.47,4977.47,4977.47,1939888
MSM,20051114,4932.62,4932.62,4932.62,4932.62,2003399
MSM,20051113,4921.45,4921.45,4921.45,4921.45,2507445
MSM,20051110,4961.57,4961.57,4961.57,4961.57,1171010
MSM,20051109,4964.56,4964.56,4964.56,4964.56,1227496
MSM,20051108,4950.11,4950.11,4950.11,4950.11,1612987
MSM,20051107,4994.79,4994.79,4994.79,4994.79,897359
MSM,20051102,4991.13,4991.13,4991.13,4991.13,1757752
MSM,20051101,4960.34,4960.34,4960.34,4960.34,2008052
MSM,20051031,4984.27,4984.27,4984.27,4984.27,1512513
MSM,20051030,5023.69,5023.69,5023.69,5023.69,2381614
MSM,20051027,5015.92,5015.92,5015.92,5015.92,3423373
MSM,20051026,5016.49,5016.49,5016.49,5016.49,2078236
MSM,20051025,5002.16,5002.16,5002.16,5002.16,1900797
MSM,20051024,4985.14,4985.14,4985.14,4985.14,1866238
MSM,20051023,5043.39,5043.39,5043.39,5036.14,1269661
MSM,20051020,5040.94,5040.94,5040.94,5040.94,1711137
MSM,20051019,5045.93,5045.93,5045.93,5045.93,1608364
MSM,20051018,5062.54,5062.54,5062.54,5062.54,1840973
MSM,20051017,5043.53,5043.53,5043.53,5043.53,1874503
MSM,20051016,5012.88,5012.88,5012.88,5012.88,1428596
MSM,20051013,5002.77,5002.77,5002.77,5002.77,1155392
MSM,20051012,4997.6,4997.6,4997.6,4997.6,1099785
MSM,20051011,5047.24,5047.24,5047.24,5047.24,1440819
MSM,20051010,5015,5015,5015,5015,1168315
MSM,20051009,5025.03,5025.03,5025.03,5025.03,1209602
MSM,20051006,5065.63,5065.63,5065.63,5065.63,1376031
MSM,20051005,5088.63,5088.63,5088.63,5088.63,1318671
MSM,20051004,5123.61,5123.61,5123.61,5123.61,1905008
MSM,20051003,5163.8,5163.8,5163.8,5163.8,1158064
MSM,20051002,5155.71,5155.71,5155.71,5155.71,1394074
MSM,20050929,5075.7,5075.7,5075.7,5075.7,1661461
MSM,20050928,5040.12,5040.12,5040.12,5040.12,3822238
MSM,20050927,4947.27,4947.27,4947.27,4947.27,745300
MSM,20050926,4911.32,4911.32,4911.32,4911.32,1441969
MSM,20050925,4967.38,4967.38,4967.38,4967.38,1500014
MSM,20050922,5018.61,5018.61,5018.61,5018.61,1148498
MSM,20050921,5040.49,5040.49,5040.49,5040.49,1214205
MSM,20050920,5049.47,5049.47,5049.47,5049.47,1180731
MSM,20050919,5065.65,5065.65,5065.65,5065.65,1096941
MSM,20050918,5016.38,5016.38,5016.38,5016.38,1911006
MSM,20050915,5082.25,5082.25,5082.25,5082.25,1279635
MSM,20050914,5111.32,5111.32,5111.32,5111.32,1094779
MSM,20050913,5153.49,5153.49,5153.49,5153.49,1379389
MSM,20050912,5189.07,5189.07,5189.07,5189.07,1356439
MSM,20050911,5170.42,5170.42,5170.42,5170.42,1495831
MSM,20050908,5159.77,5159.77,5159.77,5159.77,1588322
MSM,20050907,5153.18,5153.18,5153.18,5153.18,1688052
MSM,20050906,5148.8,5148.8,5148.8,5148.8,1515383
MSM,20050905,5135.42,5135.42,5135.42,5135.42,1667237
MSM,20050904,5183.47,5183.47,5183.47,5183.47,1448261
MSM,20050901,5197.05,5197.05,5197.05,5197.05,1145191
MSM,20050831,5192.99,5192.99,5192.99,5192.99,1662954
MSM,20050830,5218.92,5218.92,5218.92,5218.92,1552341
MSM,20050829,5223.24,5223.24,5223.24,5223.24,1213724
MSM,20050828,5226.83,5226.83,5226.83,5226.83,1278162
MSM,20050825,5251.79,5251.79,5251.79,5251.79,1783878
MSM,20050824,5277.94,5277.94,5277.94,5277.94,1018212
MSM,20050823,5282.25,5282.25,5282.25,5282.25,1400025
MSM,20050822,5240.33,5240.33,5240.33,5240.33,1747930
MSM,20050821,5150.52,5150.52,5150.52,5150.52,1588590
MSM,20050818,5127.06,5127.06,5127.06,5127.06,1747958
MSM,20050817,5133.58,5133.58,5133.58,5133.58,1972374
MSM,20050816,5156.27,5156.27,5156.27,5156.27,1734334
MSM,20050815,5173.57,5173.57,5173.57,5173.57,2441973
MSM,20050814,5182.37,5182.37,5182.37,5182.37,2350289
MSM,20050811,5184.39,5184.39,5184.39,5184.39,2868144
MSM,20050810,5194.37,5194.37,5194.37,5194.37,2690576
MSM,20050809,5229,5229,5229,5229,4773633
MSM,20050808,5239.87,5239.87,5239.87,5239.87,2308502
MSM,20050807,5204.8,5204.8,5204.8,5204.8,2933955
MSM,20050804,5211.6,5211.6,5211.6,5211.6,4558632
MSM,20050803,5286.57,5286.57,5286.57,5286.57,4268740
MSM,20050801,5352.11,5352.11,5352.11,5352.11,4336758
MSM,20050731,5355.01,5355.01,5355.01,5355.01,4120504
MSM,20050728,5318.45,5318.45,5318.45,5318.45,6516443
MSM,20050727,5320.26,5320.26,5320.26,5320.26,713017
MSM,20050726,5272.02,5272.02,5272.02,5272.02,792000
MSM,20050725,5284.57,5284.57,5284.57,5284.57,803383
MSM,20050724,5333.05,5333.05,5333.05,5333.05,714841
