<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
DFM,20150803,4104.09,4121.59,4067.24,4120.05,187789967
DFM,20150802,4143.21,4171.16,4103.01,4104.09,273782873
DFM,20150730,4131.8,4147.08,4114.06,4143.21,247624344
DFM,20150729,4110,4136.81,4110,4131.8,227761714
DFM,20150728,4145.68,4145.83,4110,4110,166711541
DFM,20150727,4147.63,4176.91,4139.87,4145.68,240496192
DFM,20150726,4201.2,4201.3,4137.56,4147.63,191833727
DFM,20150723,4203.09,4214.99,4172.37,4201.2,267428081
DFM,20150722,4182.05,4203.09,4167.64,4203.09,499461630
DFM,20150721,4184.05,4234.24,4169.25,4182.05,307704913
DFM,20150720,4101.9,4186.06,4101.9,4184.05,352454229
DFM,20150715,4052.57,4103.41,4052.57,4101.9,325506919
DFM,20150714,4052.97,4085.08,4045.34,4052.57,412889111
DFM,20150713,4015.27,4066.92,4013.1,4052.97,301507362
DFM,20150712,4017.3,4061.94,4015.27,4015.27,255733974
DFM,20150709,3986.6,4025.86,3984.86,4017.3,280459573
DFM,20150708,4041.39,4043.82,3980.8,3986.6,296267896
DFM,20150707,4055.82,4075.67,4031.46,4041.39,318437085
DFM,20150706,4068.92,4069.12,4009.56,4055.82,440219531
DFM,20150705,4088.82,4098.07,4059.66,4068.92,335852129
DFM,20150702,4092.3,4093.9,4065.19,4088.82,539805599
DFM,20150701,4086.83,4102.3,4050.12,4092.3,418512124
DFM,20150630,4042.03,4086.83,4016.16,4086.83,669698184
DFM,20150629,4055.97,4055.97,3991.54,4042.03,352376657
DFM,20150628,4146.73,4146.73,4055.93,4055.97,424710468
DFM,20150625,4164.48,4168.17,4140.87,4146.73,745304702
DFM,20150624,4144.81,4168.79,4132.98,4164.48,582649754
DFM,20150623,4135.37,4196.41,4135.37,4144.81,1013582488
DFM,20150622,4096.18,4160.34,4096.18,4135.37,840249993
DFM,20150621,4063.88,4096.18,4039.38,4096.18,359288486
DFM,20150618,4087.99,4088.21,4057.48,4063.88,280114574
DFM,20150617,4079.05,4114.8,4073.25,4087.99,513165973
DFM,20150616,4117.57,4119.45,4073.72,4079.05,489679469
DFM,20150615,4098.29,4133.65,4088.13,4117.57,780692115
DFM,20150614,4072.83,4147.95,4056.96,4098.29,484198666
DFM,20150611,4187.25,4230.3,4055.27,4072.83,1298715286
DFM,20150610,4113.93,4239.7,4108.89,4187.25,1643320991
DFM,20150609,4016.04,4113.93,3982.59,4113.93,790524521
DFM,20150608,3988.94,4026.44,3965.02,4016.04,592272001
DFM,20150607,4032.24,4032.24,3957.26,3988.94,493324322
DFM,20150604,4029.2,4044.32,4008.35,4032.24,592629550
DFM,20150603,3990.46,4038.72,3977.93,4029.2,651719073
DFM,20150602,3941.78,3990.46,3922.24,3990.46,480997217
